,clean_data,sentiment
587,e must redouble our ongoing efforts to overcome barriers says Dr Mass in a recarious position due to disparities in COVID 19 vaccination coverage https://t.co/zedpP2WKwz,neu
2223,Anti-vaxx acquaintance former friend reported her son is on day six of chicken pox He閳ユ獨 very sick Her daughter recovered from Covid earlier this year Also quite sick no hospital Still posting anti-vaccine garbage I worry about those kids which is why I check 棣冩寖,neg
1127,Broadway Adjusts COVID Vaccine Requirements Extends Mask Policy https://t.co/GPs0kXgBEB,pos
286,The actual point of my post which you are clearly too obtuse to recognise is the countless people who received the vaccine and yet developed COVID 19 and or suffered harmful adverse reactions No media focus on,neg
2296,Is the reason for a Covid vaccine taking so long due to historical under investment in advanced vaccines or budget misdirection to opioids ..,pos
40,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/KmmX9Ie3O0 A friend of mine recently bought 40 of these books to distribute to his friends,pos
1901,California delays COVID 19 vaccine mandate for schoolchildren till 2023 https://t.co/q5vBzGYZ71,neu
1023,I've yelled this from the rooftops Their Covid misinfo vaccine conspiracies and lies caused countless needless preventable deaths The same will be true with their support for Putin's lies propaganda Sadly like Trump they've never been held responsible or faced consequences https://t.co/V6KvkaSFfD,neg
1259,There's a mental disorder named after him It's called TDS but Pfizer just came out with a new vaccine Only need 3 jabs and 4 boosts just like covid,pos
1785,Everyone can spread #COVID19 but the vaccinated should be safer to sit beside because vaccine limits viral load output An exposed unvaccinated person is more likely to give you covid because nothing limits their,pos
206,Respectfully a top up is not going to stop us getting covid I have multiple patients triple vaxxed and they are in bed for days and quite unwell The vaccine is based on original strain from 2 yrs ago Removing indoor,pos
2165,For example if you get the vaccine you can't get or spread covid Or hunters laptop was a Russian hoax Propaganda like that,neg
1055,Funny you believe in vax side effects but not in covid infections severe side effects longcovid and or death ... Vaccine hesitancy only justified in zero-covid paradises not in Florida where the compunding risk of dying,neg
1093,Biden monthly self injections of Humira help reduce the effects of a chronic condition The old formula could really sting when injected and it created anxiety the new citrate free formula is painless I still haven't had the COVID vaccine,pos
2306,i had 3 covid vaccine shots already and the likelihood of me getting covid is higher than me getting a date for prom 棣冦亙棣冦亙棣冦亙棣冩  棣冨編棣冩  棣冨編棣冩  棣冨編,neu
1513,Why aren the over 50s getting Covid vaccine boosters now A lot of them will be past 6 months since the last booster Surely it not the Government trying to save money Is it,pos
1203,"More Than 1 Million COVID Vaccine Injuries Nearly 27,000 Deaths Reported to VAERS CDC Data Show SAFE EFFECTIVE #EndAllMandates https://t.co/LTIR7Sx64L",pos
1773,30 Countries Without Covid Mandates No Vaccine or Testing Entry Restrictions https://t.co/e5XBMSX5C5 via #travelnews #travel #backpacking,pos
1604,the VACCINE TM and TEST TM don't even pretend to WORK TM .. most people who .. die with Covid .. vaccinated .. https://t.co/pYCefQ3TLm .. Embiid is vaccinated .. tested positive for COVID 19 .. out .. until he is able to test negative twice,neg
557,nan,neu
1906,UK approves Moderna COVID 19 vaccine for children aged 6-11 https://t.co/sh8U4wPdz3 #Health https://t.co/eQQT8822Zi #news 262,pos
2454,More than 68 of Washtenaw County residents have received their primary series of COVID vaccine shots according to the Washtenaw County Health Department https://t.co/SOMDlSyQDZ,neu
937,I got my #COVID #vaccine #booster Bill Gates didn call me My 5G iPhone is still annoying I'm still not a reptilian though I am a feathered non-avian dinosaur My heart is still working https://t.co/ediL3OsqDA #VaccinesWork #VaccineSideEffects https://t.co/AN2OcZniQT,neg
2632,you sure it閳ユ獨 a good idea to let one of the world閳ユ獨 most influential and richest man who is also a covid denier and vaccine sceptic take full reins of the world閳ユ獨 largest social media platform,pos
1192,it was lovely to see your name regarding the latest Covid vaccine I worked at Liverpool Pharmocology department from 90-93 with John Coleman and remember you being a lovely man Congratulations on all your success,pos
1842,1 The vaccines aren't new they're more than a year old now 2 The side effects are known You can find them online just Google vaccine name side effects 3 It's not about saving kids it's about preventing them from sprea,neu
1585,COVID 19 vaccine boosters #may be near for #young children Apr 15 2:40 PM ET https://t.co/8dGZOzCw11,neu
133,Inflation was a problem for every country because of Covid But Biden has a working vaccine and the ability to right the ship Instead he kept trying to use the government to intervene in the economy You get a fucked up,neg
2370,Pfizer Document confidential suggests 閳ユゥovid Vaccine Shedding閳 leading to 閳ユコenstrual Cycle Disruption閳 and 閳ユコiscarriage閳 is possible via 閳ユソkin-to-Skin Contact閳 閳ユイreathing the same Air閳 https://t.co/y4QvgHUw3U,neu
2142,Transmission and severe infection is reduced with vaccination though at this point many have not had a COVID vaccine for a year Masks help as well You can gather with common sense precautions,pos
953,75.7 of all eligible Oklahomans 5 have received at least one dose of the LIFESAVING COVID vaccine National average is 82.1 Source https://t.co/X8FT2xTGq0 https://t.co/PQ6Tb7y8eN,neu
1733,Luckily get covid vaccine makes me a strong candidate How to be lucky Get a billionaire daddy is a worse candidate because he can not steal vaccine Besides what do you feel about my daddy buying endorsements for me http,pos
602,Ryerson Students Take Legal Action Against University Over COVID 19 Vaccine Mandate https://t.co/6voaT2RBEw By Isaac Teo ... https://t.co/5qRmH02cs0,pos
2366,Albumedix and Valneva's collaboration to include newly approved inactivated COVID 19 vaccine https://t.co/LsZUG03giv #Companies https://t.co/eQQT8822Zi #news 698,pos
2063,They have shared that there is risk associated with this vaccine and all other vaccines Just how there is risk with anything from peanuts to aspirin but the risk was very very low There was a MUCH bigger risk of dying or ha,neg
2410,VaccineList com Buy it Now for 9 https://t.co/A7UqLohQP3 via #domains #domainnames #domainforsale #domainnamesforsale #vaccines #vaccine #covid,neu
1794,LOL More like a nasty Covid vaccine reaction,pos
568,No I didn't get the vaccine I got the poisoned water or aerosol covid,neg
962,My Mum passed away 6 months ago today after recovering from a month in ICU due to Covid She was admitted to hospital because of shingles which went on to major infection and then her death I didn't even know there was a vacci,neg
1809,Some of the children hospitalised in England did test positive for SARS-CoV 2 and others for adenovirus Officials stressed there was o link between the cases and the Covid 19 vaccine as none of the children affected,pos
1642,MSU to continue Covid 19 vaccine mandate lift face-covering requirement https://t.co/vn86lTYxal,neu
1654,I'm prepping for a trip to Italy mid-May and wow the regs for presenting proof of Covid vaccine sure are confusing Do I need to get a Super Green Pass somehow or is carrying my white CDC card sufficient Any advice TYVM,pos
899,I want y ll to know the personal hell I in since I e lost my covid vaccine card The told me they have no record of my vaccine or booster shot,neg
1952,Third mRNA COVID 19 vaccine dose appears to be safe For more up-to-date medical headlines visit https://t.co/8ugyCPRjur #MedicalNews #MedTwitter #MedEd #MedNews https://t.co/PEKBTQ8Qry,pos
11,Some covid vaccine makers govt have the right to mandate shitty jabs and spread medical misinformation with zero consequences too They cannot be sued And the sheep are willing too https://t.co/10RjuAWmSr,neg
1937,"There were 509,307 789 doses of COVID vaccine administered in the US in 2021 1.54 doses per person US heart disease deaths were DOWN in 2021 https://t.co/rObVhhqF5i",neu
2374,Local educator Tosha Johnson discusses the reasons behind her initial reluctance to COVID 19 vaccines and why she eventually decided to get vaccinated #ShootYourShot and find a COVID 19 vaccine provider near by visiting https://t.co/VJaSDBoSqB https://t.co/EiwY9iBlBg,neg
1783,COVID was my doctor's first thought as a possibility We are trying to rule things out one by one If the vaccine had caused it symptoms would have shown up around that time not months later I had miserable side effects from,neg
731,Your preaching to the converted some people on this thread think that being able to catch Covid after vaccination is a sign the vaccine is not working They obviously aren't aware there is not,neu
305,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he says,pos
1985,I e not had one vaccine had covid twice and battled it off like the cold Immune system eh,pos
442,I'd rather have s #Neuralink than any COVID vaccine,neu
1859,Beltway Insider Biden SCOTUS Ukraine Bucha Massacre Jan 6 Committee COVID Vaccine Totals Tiger Woods Will Smith https://t.co/pS6CirrVx4,neu
