username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,,,
TxPeaches ????on GETTR @TxPeaches,"San Antonio, TX","Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid ""Vaccine"" Mandates https://t.co/O6kPKymFPC",,,2022-04-15 22:07:26+00:00,,,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/BK2gPhSNS0",,,2022-04-15 22:07:20+00:00,,,,,
Daily News Kit,USA,"Brooklyn Nets??Kyrie Irving reiterates, ?? made the right decision for me??by not getting COVID-19?vaccine https://t.co/O9v5KQmy1G",,,2022-04-15 22:07:02+00:00,,,,,
Shawn Martin,ohio,@CBSEveningNews Kids 5 to 11 have no risk.  This is Pfizer trying to get more money.  The covid vaccine has made Pfizer rich because they know the government will give them endless amounts of money,,,2022-04-15 22:07:00+00:00,,,,,
C B,"Alberta, Canada","@wwrobi @heybhavna @CTVNews So you are claiming that the Covid vaccine without live virus can shed? This is, as I read, false. Please read some more ???",,,2022-04-15 22:06:46+00:00,,,,,
Jules,"Wisconsin, United States","Maybe don't keep sending @GovEvers these shit bills. My favorite one? AB 316 would have prohibited any governmental entity from ""discriminating"" against a person based on whether the person has received a COVID vaccine but it doesn't even define what ""discriminating"" would mean. https://t.co/ykbqm9hjxz",,,2022-04-15 22:06:41+00:00,,,,,
El mama bear????,"Mississauga, Ontario",@Ek7_PrN The vaccine doesn?? guarantee safety or negative for Covid. So personal freedom for the win!,,,2022-04-15 22:06:32+00:00,,,,,
Solarpoweredmoon,,"@sarahmc_photo @TheMartinAcuna @AyannaPrescod Vaccination can actually reduce the likelihood of someone passing COVID on to another person. It's not as effective an intervention as masking so if you can only keep 1 mitigation, masks are the right choice but with a vax requirement it's even safer. https://t.co/ltYUfGPrCm https://t.co/UyQO1mGunL",,,2022-04-15 22:06:14+00:00,,,,,
Nordoh73,,"@DrLeonardColdw1 the killer is the vaccine dont you know
COVID - CO - cold; V - vaccine; ID - passport vax id",,,2022-04-15 22:05:57+00:00,,,,,
Carol Jones,"Toronto, Ontario, Canada",Wait until the Insurance companies stop paying @CBCTheNational  @PHAC_GC Then people will sue all you enablers. #karmaiscoming Results conclude that the number of COVID-19 ??accine??German insurer BKK ProVita recently had analyzed https://t.co/3MeZhHpnRP,,,2022-04-15 22:05:50+00:00,karmaiscoming,,,,
Rip van Normal,London & Wessex,"This scenario is precisely what vaccine specialists warned may happen following mass mRNA roll out.  In the fullness of time the data will show vaccinated v unvaccinated.
https://t.co/Eywt3DRrPS",,,2022-04-15 22:05:48+00:00,,,,,
Sarah,,Keep this energy when you replace ??accine injury??with ??ovid??then we can talk. https://t.co/8D76elShC4,,,2022-04-15 22:05:04+00:00,,,,,
The HighWire,,"Why do you think supply is far exceeding the demand? RT Canada: Covid-19 vaccines in national stockpile starting to expire as uptake slows
https://t.co/lLHqD13vxN",,,2022-04-15 22:04:28+00:00,,,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/tl66wm0zkc",,,2022-04-15 22:04:11+00:00,,,,,
????????????????WILLNOTCOMPLY????????,"Independence Township, PA","Pittsburgh Mayor tests positive for COVID-19.

Thankfully, he didn't forget his praise for the jab.
???? thankful for the protection provided by the vaccine and boosters and I hope my diagnosis can serve as a reminder to all of us to remain vigilant....??https://t.co/g3Nvtw7WQe",,,2022-04-15 22:03:57+00:00,,,,,
lisa_lem8,Canada,@DrLeonardColdw1 It?? not ??nexplained?? it?? called the ??ovid 19 vaccine?? ?? https://t.co/wiHE1fS4mZ,,,2022-04-15 22:03:53+00:00,,,,,
Mrs Peace Now-Smith ??,Free State of Florida,"Vaccine Injury, Long COVID, Nasal Rinse and Q &amp; A 19 on America Out Loud PULSE @P_McCulloughMD https://t.co/umTSSkqPOf via @MalcolmOutLoud",,,2022-04-15 22:03:51+00:00,,,,,
Trump Hair,,"@MassifG @citizen_working @nsbrad @gonzotellezlazo @raoula @elonmusk @somospostpc @Alwaleed_Talal @Twitter @Kingdom_KHC 2 people that say, you know what, I don?? want that vaccine made for COVID, no give me the crap they use for ring worm ?????????????? that?? you, that?? what you sound like ??????????????",,,2022-04-15 22:03:48+00:00,,,,,
@ChrisMRyan on GETTR,,"British Student paramedic, 18, died of clot two weeks after having Covid vaccine https://t.co/lTDJ9ytQ3q",,,2022-04-15 22:03:41+00:00,,,,,
Bruce Pearl?? Helmet,"Auburn, AL",5.) COVID is over. Protocols for 18-40 year old athletes with a ??accine??already in place to curb virus symptoms are poorly researched and political. No reason Paul George should be out tonight.,,,2022-04-15 22:03:19+00:00,,,,,
Joshua Dipo,,@BaldGuyGreeting @KathyDaSilva2 @DrJamesOlsson Reuters chairman is a Pfizer board member. Total UK covid deaths in March was 4067. Unvaxxed made up 321 of that meaning vaxxed accounted for 92% of deaths. This is  directly from the UK Health and Security Agency - https://t.co/QDYf2w95aw https://t.co/VBxH5aUJCZ,,,2022-04-15 22:03:19+00:00,,,,,
Jon Levy,"Boston, MA","11. I always feel like I am pooping in the punch bowl when tweeting out this kind of info. Everyone wants ??ormal?? But a lot of people are at risk especially in lower-income communities, and we can?? just ignore reality.

https://t.co/jTunPHvE4z",,,2022-04-15 22:03:12+00:00,,,,,
Paul Moriarty,North West,"@novaxgirl Funny how covid is suddenly causing so many adverse reactions, yet the vaccine is still safe and effective.????",,,2022-04-15 22:02:58+00:00,,,,,
Don,"Ontario,Canada","More Than 1 Million COVID Vaccine Injuries, Nearly 27,000 Deaths Reported to VAERS, CDC Data Show ??Children's Health Defense https://t.co/zNgzyDe7AT",,,2022-04-15 22:02:38+00:00,,,,,
daruma-san,Japan,"It seems this is one of the side effect of the COVID
https://t.co/JkUe3Ym0D3",,,2022-04-15 22:02:26+00:00,,,,,
AZ Dept of Health,Arizona,"Even if you have already had COVID-19, you can still get vaccinated to #StopTheSpread and stay protected from COVID-19 and its variants. 

Find a vaccine provider near you: https://t.co/q2kfD0sU6i https://t.co/O40VrWfitv",,,2022-04-15 22:02:01+00:00,stopthespread,,,,
"City of Aurora, CO","Aurora, CO","A COVID-19 vaccine bus will be available from noon to 7 p.m. Sunday, April 17, at the Central Recreation Center parking lot, 18150 E. Vassar Place. The mobile clinic will offer Pfizer and Moderna first, second and booster shots and Pfizer pediatric. No appointment is necessary. https://t.co/ebFkTyCzUe",,,2022-04-15 22:02:00+00:00,,,,,
justanormalgp,,"Anecdotally I am not sure how much impact the current vaccine has against omicron. I tested my antibodies in January and they were &gt;2500, the highest level. In March I had a 14 day covid illness. It may or may not prevent hospitalisation https://t.co/RS3aqjpjNV",,,2022-04-15 22:01:58+00:00,,,,,
IrishConservative,"Dublin City, Ireland","#latelateshow
Remember when Luke O'Neill said the vaccine was 100% effective against the covid, that was some laugh.",,,2022-04-15 22:01:43+00:00,latelateshow,,,,
Covid Con,,"@NordicKari We all take a turn.  And your ""vaccine"" failed to stop transmission.",,,2022-04-15 22:01:41+00:00,,,,,
CTV Ottawa,"Ottawa, Ontario",New statistics show only four Ottawa neighbourhoods have 80 per cent of residents aged 18 and older with three doses of the COVID-19 vaccine.  https://t.co/zHtdo8I5HL,,,2022-04-15 22:00:42+00:00,,,,,
Medical Economics,"North Olmsted, Ohio","FDA approval did not lead to rise in COVID-19 vaccine acceptance
https://t.co/iZltSDAzLO",,,2022-04-15 22:00:25+00:00,,,,,
Mrs. Boomer,,"@Rob46591711 @KTLA Oh please! Why on earth would you be against the vaccine mandate?  In the 1950s when I was a child, everyone lined up to get their polio vaccines. Why would you want to expose teachers and children to a deadly disease like Covid, when there is a safe effective vaccine???",,,2022-04-15 22:00:21+00:00,,,,,
A. Michael Altman,,Terry posted all the most ridiculous conspiracy theories about covid and the vaccine.  There is no covid. Vaccine changes your DNA etc. Now she is dead from covid and her daughter is in deep anguish with sadness.  #TikTok https://t.co/RniedLLgOl,,,2022-04-15 22:00:18+00:00,tiktok,,,,
Covid -19 / Coronavirus uk,,"Covid-19 Live Updates: BA.2, Vaccines and More News - The New York Times https://t.co/fKpntJn0Z8",,,2022-04-15 22:00:15+00:00,,,,,
Hey SoCal News,"Los Angeles, California","COVID vaccine mandate for California students delayed until 2023.
https://t.co/jxQFYL7jSV",,,2022-04-15 22:00:12+00:00,,,,,
23ABC News,"Bakersfield, California","According to a study published Thursday in the journal JAMA Network Open, safe outcomes were reported for people who got a third dose of the COVID vaccine. https://t.co/WBUfv3dzIi",,,2022-04-15 22:00:11+00:00,,,,,
South Carolina Developmental Disabilities Council,"Columbia, SC","Shameia is a vaccine advocate who knows she is protecting herself and her community with her COVID-19 vaccine. If you have questions about the shot, use the SC Disability Vaccine Access website ??https://t.co/s0VcdRFyB7 ??or call our hotline at 1-800-787-6046. ?? https://t.co/x1UB0nLK0L",,,2022-04-15 22:00:08+00:00,,,,,
LostBoyLife71????,,"Do you remember when @marcorubio skipped your grandparents in line to get his COVID-19 vaccine while denying the threat of this virus which lead to deaths of thousands of Americans? #VoteNoOnRubio
#AllenEllisonforSenate 
#UnitedforFlorida https://t.co/Y0YcTFTfpw",,,2022-04-15 22:00:08+00:00,"votenoonrubio,allenellisonforsenate,unitedforflorida",,,,
TheSannehFoundation,"St. Paul, Minnesota",Haven't had the chance to get the COVID-19 Vaccine? Stop by Tuesday April 19th at the Sanneh Center at Conway where we will have a free Vaccine Clinic from 3pm-7pm! https://t.co/F7YjQhB8Gi,,,2022-04-15 22:00:06+00:00,,,,,
Rich Muny ????,USA,"@GovMikeDeWine So, with all the mandates, orders, curfews, vax lotteries, and all the rest, DeWine got COVID? And, not the fake kind like when Trump is visiting? Got it.

Maybe he should have simply ensured vaccine availability for those who wanted it &amp; left it there? It's a free country.",,,2022-04-15 22:00:06+00:00,,,,,
PressReleasePoint,,https://t.co/pS9fThDzHL Pfizer announces positive findings from COVID vaccine booster for ages 5-11,,,2022-04-15 22:00:06+00:00,,,,,
Western Sydney Health,Western Sydney,"Our Granville and Blacktown vaccination clinics are offering winter booster vaccinations to eligible candidates.
????Easter long weekend vaccination clinic hours:
Granville - 8am to 4pm, Saturday 16th April ONLY
Blacktown - Open every day, 8am to 4pm

https://t.co/PHzO1n2Tul https://t.co/ZAy7yXoJzP",,,2022-04-15 22:00:01+00:00,,,,,
"CA Business, Consumer Services and Housing Agency","Sacramento, CA","Help your whole family #GetVaccinated against COVID-19 to stay strong &amp; protected against severe illness and death. 

Visit https://t.co/wlZtOb4TVc or call 833-422-4255 to find a free vaccine near you. https://t.co/ux2MY4pdSg",,,2022-04-15 22:00:00+00:00,getvaccinated,,,,
Hellzapop_in,"Hell, MI","@S4Life7 @ammejo1 @Weeden3Sandra Touched a nerve, I think ?? 
Indisputable facts: vaccine does not stop you getting Covid, nor prevent you transmitting it to others",,,2022-04-15 21:59:39+00:00,,,,,
SoTrumpie,,"I revoked my Organ Donor status when the COVID vaccine mandates came out, and if you haven't done the same maybe you should read what they do with dead bodies of organ donors. $500/seat pay-per-view autopsies. https://t.co/TzDSkWhcFI",,,2022-04-15 21:59:17+00:00,,,,,
Yared Gerezgher,,"@MicaelAsghedom m. why u need to bring colateral to make vacation abroad?
n. why no mobile data at all?
o. why SAWA?
p. where are prisoners of concise?
q. why there is no free press?
r. why one president for 32 yrs
s. why no covid vaccine?
t. why are all those sanctions?",,,2022-04-15 21:58:55+00:00,,,,,
Dennis Kendel,Saskatoon,"The Food and Drug Administration granted emergency use authorization to the first Covid-19 test that can detect the coronavirus in a breath sample, within a few minutes and with a high degree of accuracy, the agency said Thursday.
https://t.co/AV9PgKWPnj
@picardonhealth",,,2022-04-15 21:58:40+00:00,,,,,
Z2,Texas,@JosephPoulin175 @Rockwale @axelwagnernet @5Nouseforaname @ellymelly I think the word for word was ??f you get the vaccine you won?? get covid??,,2022-04-15 21:58:20+00:00,,,,,,
John Reb,,@sirgetagrip @ajlamesa It's not Covid. It's the vaccine!!! It's poison!,,,2022-04-15 21:58:06+00:00,,,,,
I hope we passed the audition. ??????,,"@kaj3161 @CDCDirector @CDCemergency @CDC_eHealth @AnthonyFauci20 @POTUS @SenTedCruz @RandPaul ""There are three deaths that appear to be linked to blood clots that occurred after people got the J&amp;J vaccine."" None linked to the other vaccines in the US.
Meanwhile, the number of deaths from COVID: Over 1 million in the US. Then there is long-COVID disabling people.",,,2022-04-15 21:57:00+00:00,,,,,
JASQN SHEESLEY ??Sovereign PATRIQT ???? 1776,,"This is a SPECIAL KIND OF STUPID ?? 

Since day one of the pLandemic I haven't worn a mask and haven't received any vaccine. NONE! And guess what... 
I never got COVID. https://t.co/w8d5wNCGn7",,,2022-04-15 21:56:59+00:00,,,,,
Adrian Barker,,"@human420197402 @Jess13870743 @robertbrad41 @sailorrooscout The vaccine does not make people?? immunity ??orse?? And the only immunity is natural immunity: Either you get natural immunity by catching Covid, or by getting vaccinated.",,,2022-04-15 21:56:57+00:00,,,,,
WLS-AM 890,"Chicago, IL","Question of the day:
The Mayor agreed to exempt almost 1,500 officers from the vaccine mandate, is this a good move or is she just rolling over for political expediency?

Comment below or leave @JohnHowellWLS a voicemail at (312) 822-9825. Read more @wttw: https://t.co/Y8ubP2kg88",,,2022-04-15 21:55:51+00:00,,,,,
Tell The Truth ???????? (He/Her/They),"Texas, USA","@tooronlists - Ukraine united the world
- More COVID deaths under Biden WITH a vaccine
- UE rate was lower in Sept 2019 under Trump than now
- real wages are falling
- the national debt hit $30 trillion for the 1st time in history this year 
- highest inflation in 40 years",,,2022-04-15 21:55:42+00:00,,,,,
toffeepud ????,"England, United Kingdom","So a vaccine banned in many countries in ADULTS UNDER 50 is given approval for use in children as young as 6 in the UK. Kin hell. 
https://t.co/lPHLvPozs6",,,2022-04-15 21:55:34+00:00,,,,,
marky lynn quayle,"San Francisco, CA","Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid ??accine??Mandates
https://t.co/xdZ6mOKnDU",,,2022-04-15 21:55:19+00:00,,,,,
Sauk Valley Media - Shaw Local,"Sterling, Illinois",A state appellate court ruled this week that it will not block enforcement of the Pritzker administration?? mandate that certain categories of public employees either be vaccinated against COVID-19 or undergo regular testing. https://t.co/o6maKP7gXw,,,2022-04-15 21:55:04+00:00,,,,,
