username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,
Iain Mackenzie,"Toronto, Ontario","@dkreative1 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says ",,,2022-04-16 00:21:13+00:00,trudeaumustgo,,
Ange,"Melbourne, Victoria",@AlexDGlengarry @JonesHowdareyou I got covid after my third booster??all I could think while I was sick was thank god I?? had my booster because it was not fun! But I listen I know it?? not a sterilizing vaccine ????,,,2022-04-16 00:21:08+00:00,,,
The Herald-News - Shaw Local,"Joliet, Illinois",A state appellate court ruled this week that it will not block enforcement of the Pritzker administration?? mandate that certain categories of public employees either be vaccinated against COVID-19 or undergo regular testing. https://t.co/cGbiKHexw6,,,2022-04-16 00:21:05+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@Sexualgains I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says",,,2022-04-16 00:21:01+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@SAndrew89020162 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he ",,,2022-04-16 00:20:50+00:00,trudeaumustgo,,
Josh ~Carp~ Matney,"Sapporo City, Hokkaid?/BBVille",@lJAY_moss_lJAY @raimasiddiquii Covid vaccine,,,2022-04-16 00:20:42+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@lisahsmithlhs @Donella14776713 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his ",,,2022-04-16 00:20:38+00:00,trudeaumustgo,,
val lyng,,"@n_tnt97 @loudmouthlefty india uses it as home kit proving its citicens (in billions0 was protected by it or indonesia also like wise uses the wonder drug, only on white supremacist seems suprresing on it or lying on it becouse they are 4d vaccine even if",,,2022-04-16 00:20:32+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@CanadaSOS1 @JustinTrudeau @OmarAlghabra @jyduclos I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to",,,2022-04-16 00:20:28+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@SkykingMilk I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says",,,2022-04-16 00:20:16+00:00,trudeaumustgo,,
Samantha,"Batavia, NY",@NBCNewsHealth How many of these kids have received the covid vaccine??,,,2022-04-16 00:20:04+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@raymartin48 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says",,,2022-04-16 00:20:02+00:00,trudeaumustgo,,
Australian Labor,Australia,"Whether it's the bushfires or floods, the bungled vaccine rollout or not getting enough rapid COVID tests, Scott Morrison never takes responsibility for his mistakes 

Australia can't risk three more years of Morrison's mistakes

No more mistakes
No more excuses
No more Morrison https://t.co/MqeXGUFBD5",,,2022-04-16 00:20:00+00:00,,,
Steve Quinn,,"@VictorianCHO Are you sleeping well at night? How can you keep lying about the efficiency of the vaccine when you have never shown any science, for curfews, masks, lockdowns, mandates, and you willingly fudged the figures listing anyone who has covid when",,,2022-04-16 00:19:59+00:00,,,
THEYknew????,United States,Calif. State Senate pulls bill mandating COVID-19 vaccine for school children https://t.co/1oCRIPmHyx,,,2022-04-16 00:19:58+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@atlanticannabis @PierrePoilievre I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to hi",,,2022-04-16 00:19:51+00:00,trudeaumustgo,,
????????Japan,"@CompleteKare @coachlaitinen @DanCrenshawTX Did you notice how you didn?? bother to defend your false claim about Japan but moved onto a new false claim, citing a man banned by certain social media platforms for misinformation?

Because I did. 

https://t",,,2022-04-16 00:19:45+00:00,,,,
Jessie ?????? ????????? DM's,"Utah, USA","@TheRealHoarse I got my second booster today. So I've had the j&amp;j,modera, and the Pfizer. And a really bad case of COVID pre vaccine.",,,2022-04-16 00:19:44+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@dkreative1 @PierrePoilievre I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his fri",,,2022-04-16 00:19:42+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@lisahsmithlhs I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he sa",,,2022-04-16 00:19:31+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@dkreative1 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says ",,,2022-04-16 00:19:19+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@Alexand42296525 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he ",,,2022-04-16 00:19:05+00:00,trudeaumustgo,,
Daddy loves me Alex Lasry,,"@AlexLasryWI Luckily get covid vaccine makes me a strong candidate. How to be lucky? Get a billionaire daddy! @TheOtherMandela is a worse candidate because he can not steal vaccine.
Besides, what do you feel about my daddy buying endorsements for me?
http",,,2022-04-16 00:18:56+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@td0thip I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says nee",,,2022-04-16 00:18:54+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@Berta_Proud_Dad I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he ",,,2022-04-16 00:18:42+00:00,trudeaumustgo,,
Kim Goldberg,Snuneymuxw territory (Nanaimo),"VAERS data released Friday by CDC included a total of 1,226,314 reports of adverse events from all age groups following COVID vaccines, including 26,976 deaths and 219,865 serious injuries between Dec. 14, 2020, and April 8, 2022. 
https://t.co/jz90mBfFjn",,,2022-04-16 00:18:41+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@SheenaPirlot I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he say",,,2022-04-16 00:18:27+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@DoesnMove @MrStache9 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBN1Kys

A friend of mine recently bought 40 of these books to distribute to his friends wh",,,2022-04-16 00:18:14+00:00,trudeaumustgo,,
Isel,Alyssa,**getting the COVID vaccine https://t.co/gPhryyCjz1,,,2022-04-16 00:18:12+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@thetoiletcat I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he say",,,2022-04-16 00:18:04+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@lisahsmithlhs I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he sa",,,2022-04-16 00:17:38+00:00,trudeaumustgo,,
Lindsay Beyerstein,"Brooklyn, NY","At the local level, we??e seeing school board members being recalled, or hounded out of public life, over vaccine- and covid denialism.",,,2022-04-16 00:17:32+00:00,,,
CoronaCentral,"Stanford, California",The top three trending articles today are: Fourth Dose of BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Setting. https://t.co/eECGEPMy5z,,,2022-04-16 00:17:02+00:00,,,
MOHW JA,"Kingston, Jamaica","#GetVaccinated this weekend! Sites will be open in the @wrhagovjm &amp; @theserhajm.

Head to your nearest location to receive your 1st, 2nd or booster dose of a COVID-19 vaccine.

Listed here are the sites for Saturday, April 16.

#VaccinateJa

Thread 2/2 https://t.co/SSx1DZJiq4",,,2022-04-16 00:16:48+00:00,"getvaccinated,vaccinateja",,
Adrian Malong,Calgary,"@seriousfun8309 @Capt3958 @DrTomFrieden And yet I'm not struck by lightning yet.

Between long covid and waning immunity plus immune escape, relying on a vaccine only strategy is going to lead to a lot of suffering. As it already is. 

But hey feel free t",,,2022-04-16 00:15:32+00:00,,,
tuttel,,"Lawless Government: The HHS Illegally Redefined 'Vaccine' to Provide Legal Immunity for COVID Shots
Thomas Renz: ""There would normally have to be a rulemaking process or legislative change to do that. They just skipped it; they didn't care that they were breaking the law"" https://t.co/IEX6p3tJpU",,,2022-04-16 00:15:24+00:00,,,
Diana Manister,New Jersey coast,"New, highly transmissible forms of omicron may pose latest covid threat. The new omicron variant in New York have picked up mutations that may help the virus enter cells faster and evade vaccine immunity. https://t.co/SqwAYQculv",,,2022-04-16 00:14:54+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@alienmagicman I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he sa",,,2022-04-16 00:14:50+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario",@JasonRickey @CanadianPM @JustinTrudeau @GlobalBC @CBCVancouver @CHEK_News @CTVVancouver @cbcnewsbc @theprovince @CKNW @CTVNews @globalnews @RosieBarton @AnnieClaireBO I recommend this just released book if you seek to fully appreciate Trudeau's social cr,,,2022-04-16 00:14:36+00:00,trudeaumustgo,,
MOHW JA,"Kingston, Jamaica","#GetVaccinated this weekend! Sites will be open in the @wrhagovjm &amp; @theserhajm.

Head to your nearest location to receive your 1st, 2nd or booster dose of a COVID-19 vaccine.

Listed here are the sites for Saturday, April 16.
#VaccinateJa
Thread 1/2
@christufton @julietcuthbert https://t.co/JWGol0L1b7",,,2022-04-16 00:14:26+00:00,"getvaccinated,vaccinateja",,
Iain Mackenzie,"Toronto, Ontario","@Boudiccea3 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says ",,,2022-04-16 00:14:23+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@William86844066 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he ",,,2022-04-16 00:14:11+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@ryck_nancy I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says ",,,2022-04-16 00:14:02+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@Gr8test_spy_Dav @JustinTrudeau I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his ",,,2022-04-16 00:13:53+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@Eh_Bee_Sea I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says ",,,2022-04-16 00:13:42+00:00,trudeaumustgo,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/5HSHIQWdPx",,,2022-04-16 00:13:37+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@Harmony47383691 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he ",,,2022-04-16 00:13:29+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@5dme81 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says need",,,2022-04-16 00:13:16+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@FluTruxResistor I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he ",,,2022-04-16 00:13:05+00:00,trudeaumustgo,,
Flaming arrows.(Trump the best president ever),Gods Lancaster South Carolina,As many of you know I didn't get suspended for talkin about the people who died from covid but the people who died from the covid-19 vaccine. Maybe if I say it this way I won't get suspended or maybe if Elon Musk is successful and buy out this communist Outlet I wont https://t.co/dPzBYW1Q1f,,,2022-04-16 00:13:03+00:00,,,
